Rule,Support,StandardConfidence,PCAConfidence,HeadCoverage,BodySize,PCABodySize,variable,rule_length,filtered,InSample,rule_type,left_concat_count,right_concat_count,explanation1_s,explanation2_y,perplexity1_s,perplexity2_y,id,instance
Portugal /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,0.833333333,0.833333333,5,6,6,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Portugal participates in the Olympics and is affiliated with the Olympics, then that athlete is awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When Portugal participates in the Olympics as a country and its athletes are affiliated with the Olympics, then the athletes are awarded a Gold medal in the Olympic Games.",22.46520233,26.3572979,3056,Portugal /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
France /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.188118812,0.826086957,0.826086957,19,23,23,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from France is affiliated with the Olympics, then that athlete has won a Gold medal in the Olympic Games.","The explanation for this rule is: When France participates in the Olympics and its athletes are affiliated with the Olympics, then the athletes from France who participated in the Olympics were awarded a Gold medal.",28.770504,27.12157822,3057,France /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 1952 Summer Olympics => 1952 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Ukraine /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,1,1,5,5,5,?a,7,1,0,20,1,1,"The explanation for this rule is: If a country like Ukraine participates in the Olympics and its athletes are affiliated with the Olympics through their participation, then those athletes are likely to win a Gold medal at the Olympic Games.","The explanation for this rule is: When Ukraine participates in the Olympics as a country and its athletes are affiliated with the Olympics, then the athletes from Ukraine win Gold medals in Olympic Games.",26.62400246,35.86109543,3058,Ukraine /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Kazakhstan /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.069306931,1,1,7,7,7,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Kazakhstan has participated in the Olympics and won a Gold medal, then that athlete will have received a Gold medal in a specific Olympic Games.","The explanation for this rule is: When Kazakhstan participates in the Olympics as a country in a specific event involving athletes who are affiliated with the Olympics, then the athletes representing Kazakhstan in that event are awarded a Gold medal.",21.58589935,32.57589722,3059,Kazakhstan /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Azerbaijan /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.059405941,0.857142857,0.857142857,6,7,7,?a,7,1,1,20,1,1,"The explanation for this rule is: ""If an athlete from Azerbaijan participated in the Olympics and was affiliated with a specific Olympic event, then that athlete was awarded a Gold medal in that particular Olympic event.""","The explanation for this rule is: When Azerbaijan participates in the Olympics as a country and has athletes affiliated with the Olympics, then those athletes win a Gold medal in the Olympic Games.",29.84887123,35.79361343,3060,Azerbaijan /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Canada /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.168316832,0.85,0.85,17,20,20,?a,7,1,0,20,1,1,"The explanation for this rule is: If a country is Canada and it has athletes participating in the Olympics who are affiliated with the Olympic Games, then those athletes are awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When Canada participates in the Olympics with athletes who are affiliated with the Olympics, then those athletes win a Gold medal in the Olympic Games.",23.7942543,34.55122757,3061,Canada /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
United Kingdom /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.217821782,0.814814815,0.814814815,22,27,27,?a,7,1,0,20,1,1,"The explanation for this rule is: 
If an athlete from the United Kingdom participates in the Olympics and is affiliated with a specific Olympic event, then that athlete wins a Gold medal in that Olympic event.","The explanation for this rule is: When an athlete from the United Kingdom participates in the Olympics and has an affiliation as an Olympic athlete, then the athlete has won a Gold medal in the Olympic games.",33.31611633,28.95439339,3062,United Kingdom /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Brazil /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,1,1,5,5,5,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Brazil participates in the Olympics representing a specific affiliation, then that athlete is likely to win a Gold medal in the Olympic Games.","The explanation for this rule is: When Brazil participates in the Olympics as a country and its athletes have affiliations in the Olympics, then the athletes from Brazil who win Gold medals in the Olympic Games will receive a Gold medal honor.",35.78096008,32.24396133,3063,Brazil /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Australia /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.128712871,0.928571429,0.928571429,13,14,14,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Australia participates in the Olympics and is affiliated with a specific Olympic event, then that athlete is likely to be awarded a Gold medal in that particular Olympic event.","The explanation for this rule is: When Australia participates in the Olympics and its athletes are affiliated with the Olympics, then those athletes win Gold medals in the Olympic Games.",22.94578171,35.61599731,3064,Australia /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 1952 Summer Olympics => 1952 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Netherlands /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.158415842,0.941176471,0.941176471,16,17,17,?a,7,1,0,20,1,1,"The explanation for this rule is: 

If an athlete from Netherlands participates in the Olympics as part of a specific Olympic affiliation, then that athlete will be awarded a Gold medal in Olympic games.","The explanation for this rule is: When Netherlands participates in the Olympics as a country with athletes affiliated with Olympic games, then the athletes from the Netherlands win a Gold medal in Olympic games.",42.05033112,50.99168396,3065,Netherlands /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 1952 Summer Olympics => 1952 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Kenya /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.059405941,1,1,6,6,6,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Kenya participates in the Olympics and is affiliated with a specific Olympic event, then that athlete will be awarded a Gold medal in that event.","The explanation for this rule is: When Kenya participates in the Olympics as a country with athletes affiliated with the Olympic Games, then those athletes win Gold medals in the Olympic Games.",23.63627052,39.89732742,3066,Kenya /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Argentina /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,0.833333333,0.833333333,5,6,6,?a,7,1,0,20,1,1,"The explanation for this rule is: 

If Argentina has athletes participating in the Olympics who are affiliated with the Olympics, then those athletes will be awarded a Gold medal in the Olympic Games.","The explanation for this rule is: If Argentina participates as a country in the Olympics with athletes affiliated with Olympic Games, then the athletes win a Gold medal in Olympic Games.",31.46284294,53.69123077,3067,Argentina /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Bulgaria /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.099009901,1,1,10,10,10,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Bulgaria is affiliated with the Olympics, then that athlete has won a Gold medal in the Olympic Games.","The explanation for this rule is: When Bulgaria participates in the Olympics as a country, and their athletes are affiliated with the Olympics, then those athletes win a Gold medal in the Olympic Games and receive a medal honor.",29.96269608,30.78741837,3068,Bulgaria /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Belarus /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.059405941,0.857142857,0.857142857,6,7,7,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Belarus participates in the Olympics and has a gold medal affiliation, then that athlete will have won a gold medal in the Olympic games.","The explanation for this rule is: When Belarus participates as a country in the Olympics, and its athletes are affiliated with the Olympics, then the athletes from Belarus win a Gold medal in the Olympic Games.",27.01708603,28.23625183,3069,Belarus /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
