Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable,Instances,Rules_with_labels,Instances_with_labels,Variable_types
?a  2202  ?b   => ?a  2203  ?b,0.863008082,0.999932139,1.0,14735,14736,14735,?a,3222963 2202 14874877 => 42840100 2203 6589102,?a /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/ending_season ?b => ?a /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/last_statistics_season ?b,Otto Vélez /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/ending_season 1983 Major League Baseball Season => Billy Zitzmann /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/last_statistics_season 1929 Major League Baseball Season,"{'?a': ""['/people/deceased_person', '/sports/pro_athlete', '/baseball/baseball_player', '/people/person', '/people/measured_person']"", '?b': ""['/sports/sports_league_season', '/time/event', '/book/book_subject']""}"
?a  2204  ?b   => ?a  2205  ?b,0.98937583,1.0,1.0,2235,2235,2235,?a,40755268 2204 40755268 => 21320085 2205 10071456,?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season ?b => ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season ?b,1971 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season 1971 Major League Baseball Season => 1999 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season 2009 Major League Baseball season,"{'?a': ""['/time/event', '/book/book_subject', '/sports/sports_league_season']"", '?b': ""['/sports/sports_league_season', '/time/event']""}"
?a  2204  ?b  ?b  2205  ?a   => ?a  2201  ?b,0.962686567,1.0,1.0,129,129,129,?a,40755268 2204 40755268 34434516 2205 25736614 => 15174855 2201 15174855,?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season ?b ?b /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season ?a => ?a /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b,1971 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season 1971 Major League Baseball Season 34434516 /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season 25736614 => 2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season,"{'?a': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?b': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']""}"
?a  2206  ?f  ?b  2206  ?f   => ?a  2201  ?b,1.0,0.992592593,1.0,134,135,134,?a,20505228 2206 32371995 20505228 2206 32371995 => 15174855 2201 15174855,?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player ?f ?b /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player ?f => ?a /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b,1996 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player Edgar Rentería 1996 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player Edgar Rentería => 2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season,"{'?a': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?f': ""['/sports/pro_athlete', '/people/measured_person', '/tv/tv_actor', '/sports/sports_award_winner', '/people/person', '/baseball/baseball_player']"", '?b': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']""}"
?a  2245  ?f  ?f  2610  ?b   => ?a  2611  ?b,1.0,1.0,1.0,515,515,515,?a,38733407 2245 13900637 17478578 2610 26215292 => 12521863 2611 43438782,?a /award/long_list_nomination/nominee-/award/long_list_nomination/nominated_work ?f ?f /award/long_list_nomination/nominated_work-/award/award_category/long_lists ?b => ?a /award/long_list_nomination/nominee-/award/award_category/long_lists ?b,Kiran Desai /award/long_list_nomination/nominee-/award/long_list_nomination/nominated_work The Inheritance of Loss Far to Go /award/long_list_nomination/nominated_work-/award/award_category/long_lists Man Booker Prize => Raja Shehadeh /award/long_list_nomination/nominee-/award/award_category/long_lists Orwell Prize for Books,"{'?a': ""['/people/person', '/book/author', '/organization/organization_founder', '/award/award_nominee', '/award/long_list_nominee']"", '?f': ""['/award/long_listed_work', '/book/written_work', '/book/book']"", '?b': ""['/award/award_category']""}"
?a  2270  ?f  ?b  2272  ?f   => ?a  2271  ?b,0.993975904,1.0,1.0,330,330,330,?b,20760923 2270 5903538 24236386 2272 43837140 => 44440592 2271 3151183,?a /baseball/current_coaching_tenure/coaching_position-/baseball/current_coaching_tenure/baseball_coach ?f ?b /baseball/current_coaching_tenure/baseball_team-/baseball/current_coaching_tenure/baseball_coach ?f => ?a /baseball/current_coaching_tenure/coaching_position-/baseball/current_coaching_tenure/baseball_team ?b,Hitting coach /baseball/current_coaching_tenure/coaching_position-/baseball/current_coaching_tenure/baseball_coach Marcus Thames 24236386 /baseball/current_coaching_tenure/baseball_team-/baseball/current_coaching_tenure/baseball_coach 43837140 => Pitching Coach /baseball/current_coaching_tenure/coaching_position-/baseball/current_coaching_tenure/baseball_team Cincinnati Reds,"{'?a': ""['/baseball/baseball_coaching_position', '/sports/coaching_position', '/business/job_title']"", '?f': ""['/people/person', '/people/measured_person', '/baseball/baseball_coach', '/sports/pro_athlete', '/baseball/baseball_player']"", '?b': ""['/sports/professional_sports_team', '/organization/organization', '/baseball/baseball_team', '/sports/sports_team']""}"
?a  2326  ?f  ?f  2800  ?b   => ?a  2801  ?b,1.0,1.0,1.0,116,116,116,?a,1643090 2326 30307547 31057950 2800 16231522 => 44774263 2801 34885534,?a /film/film_song_relationship/performers-/film/film_song_relationship/composition ?f ?f /film/film_song_relationship/composition-/film/film/songs ?b => ?a /film/film_song_relationship/performers-/film/film/songs ?b,Samuel E. Wright /film/film_song_relationship/performers-/film/film_song_relationship/composition Kiss the Girl 31057950 /film/film_song_relationship/composition-/film/film/songs 16231522 => Ravi Chakraborty /film/film_song_relationship/performers-/film/film/songs Final Mission,"{'?a': ""['/film/film_song_performer']"", '?f': ""['/music/composition', '/award/award_nominated_work', '/film/film_featured_song', '/media_common/cataloged_instance', '/film/film_song']"", '?b': ""['/film/film']""}"
?a  2551  ?b   => ?a  2552  ?b,0.999989835,1.0,1.0,98373,98373,98373,?b,24549420 2551 42968593 => 24549420 2552 25367043,?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv ?b => ?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/estimated_number_of_mortgages ?b,United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv US Census 2000 Tract 55005000900 => United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/estimated_number_of_mortgages US Census 2000 Tract 09011696200,"{'?a': ""['/award/award_presenting_organization', '/organization/organization', '/business/employer', '/government/governmental_body', '/government/government_agency']"", '?b': ""['/location/hud_foreclosure_area', '/location/location', '/location/census_tract']""}"
?a  2551  ?b   => ?a  2553  ?b,0.999989835,1.0,1.0,98373,98373,98373,?b,24549420 2551 42968593 => 24549420 2553 9683220,?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv ?b => ?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses ?b,United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv US Census 2000 Tract 55005000900 => United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses Seltzer,"{'?a': ""['/award/award_presenting_organization', '/organization/organization', '/business/employer', '/government/governmental_body', '/government/government_agency']"", '?b': ""['/location/location', '/location/statistical_region', '/location/census_designated_place', '/location/dated_location', '/location/hud_foreclosure_area', '/location/hud_county_place']""}"
?a  2551  ?b   => ?a  2554  ?b,0.999989835,0.999979669,1.0,98371,98373,98371,?b,24549420 2551 42968593 => 24549420 2554 32075672,?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv ?b => ?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/estimated_number_foreclosures ?b,United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv US Census 2000 Tract 55005000900 => United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/estimated_number_foreclosures US Census 2000 Tract 40143004200,"{'?a': ""['/award/award_presenting_organization', '/organization/organization', '/business/employer', '/government/governmental_body', '/government/government_agency']"", '?b': ""['/location/census_tract', '/location/location', '/location/hud_foreclosure_area']""}"
?a  2551  ?b   => ?a  2555  ?b,0.999989835,0.999989835,1.0,98372,98373,98372,?b,24549420 2551 42968593 => 24549420 2555 21595619,?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv ?b => ?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/total_residential_addresses ?b,United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv US Census 2000 Tract 55005000900 => United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/total_residential_addresses Odin,"{'?a': ""['/award/award_presenting_organization', '/organization/organization', '/business/employer', '/government/governmental_body', '/government/government_agency']"", '?b': ""['/location/hud_county_place', '/location/statistical_region', '/location/dated_location', '/location/citytown', '/location/location', '/location/hud_foreclosure_area']""}"
?a  2552  ?b   => ?a  2551  ?b,1.0,0.999989835,1.0,98373,98374,98373,?b,24549420 2552 25367043 => 24549420 2551 42968593,?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/estimated_number_of_mortgages ?b => ?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv ?b,United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/estimated_number_of_mortgages US Census 2000 Tract 09011696200 => United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/hhuniv US Census 2000 Tract 55005000900,"{'?a': ""['/award/award_presenting_organization', '/organization/organization', '/business/employer', '/government/governmental_body', '/government/government_agency']"", '?b': ""['/location/hud_foreclosure_area', '/location/census_tract', '/location/location']""}"
?a  2552  ?b   => ?a  2553  ?b,1.0,1.0,1.0,98374,98374,98374,?b,24549420 2552 25367043 => 24549420 2553 9683220,?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/estimated_number_of_mortgages ?b => ?a /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses ?b,United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/estimated_number_of_mortgages US Census 2000 Tract 09011696200 => United States Department of Housing and Urban Development /measurement_unit/dated_integer/source-/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses Seltzer,"{'?a': ""['/award/award_presenting_organization', '/organization/organization', '/business/employer', '/government/governmental_body', '/government/government_agency']"", '?b': ""['/location/location', '/location/statistical_region', '/location/census_designated_place', '/location/dated_location', '/location/hud_foreclosure_area', '/location/hud_county_place']""}"
