id,rule,Instances
54924,?e 24 ?a ?e 30 ?b => ?a 12 ?b,<NA>
54925,?e 24 ?a ?e 33 ?b => ?a 12 ?b,19284 24 19390 19284 33 19471 => 19390 12 19471
54926,?e 12 ?b ?e 24 ?a => ?a 12 ?b,<NA>
54927,?e 24 ?a ?e 4 ?b => ?a 12 ?b,<NA>
54928,?e 18 ?b ?e 24 ?a => ?a 12 ?b,<NA>
54929,?e 17 ?b ?e 24 ?a => ?a 12 ?b,<NA>
54930,?e 24 ?a ?e 8 ?b => ?a 12 ?b,<NA>
54931,?e 24 ?a ?e 39 ?b => ?a 12 ?b,19284 24 19390 19284 39 20034 => 19390 12 20034
54932,?b 10 ?f ?a 18 ?f => ?a 12 ?b,<NA>
54933,?e 22 ?b ?a 38 ?e => ?a 8 ?b,<NA>
54934,?e 2 ?a ?e 22 ?b => ?a 8 ?b,20015 2 19231 20015 22 19509 => 19231 8 19509
54935,?b 10 ?f ?a 39 ?f => ?a 12 ?b,<NA>
54936,?b 12 ?e ?e 21 ?a => ?a 12 ?b,19217 12 18875 18875 21 20609 => 20609 12 19217
54937,?e 21 ?a ?b 39 ?e => ?a 12 ?b,20572 21 20525 20015 39 20572 => 20525 12 20015
54938,?b 17 ?e ?e 21 ?a => ?a 12 ?b,19197 17 20503 20503 21 19143 => 19143 12 19197
54939,?e 21 ?a ?b 5 ?e => ?a 12 ?b,20572 21 20525 19895 5 20572 => 20525 12 19895
54940,?e 21 ?a ?b 4 ?e => ?a 12 ?b,20572 21 20525 20522 4 20572 => 20525 12 20522
54941,?b 18 ?e ?e 21 ?a => ?a 12 ?b,20412 18 18864 18864 21 18948 => 18948 12 20412
54942,?b 11 ?e ?e 21 ?a => ?a 12 ?b,19699 11 19471 19471 21 19143 => 19143 12 19699
54943,?e 21 ?a ?b 22 ?e => ?a 12 ?b,20572 21 20525 20555 22 20572 => 20525 12 20555
54944,?b 2 ?e ?e 21 ?a => ?a 12 ?b,19255 2 19931 19931 21 19085 => 19085 12 19255
54945,?e 21 ?a ?b 6 ?e => ?a 12 ?b,<NA>
54946,?e 21 ?a ?b 38 ?e => ?a 12 ?b,20572 21 20525 19383 38 20572 => 20525 12 19383
54947,?b 19 ?e ?e 21 ?a => ?a 12 ?b,<NA>
54948,?e 21 ?a ?b 31 ?e => ?a 12 ?b,20572 21 20525 19509 31 20572 => 20525 12 19509
54949,?b 14 ?e ?e 21 ?a => ?a 12 ?b,19046 14 18988 18988 21 19509 => 19509 12 19046
54950,?e 21 ?a ?b 23 ?e => ?a 12 ?b,20572 21 20525 19288 23 20572 => 20525 12 19288
54951,?b 13 ?e ?e 21 ?a => ?a 12 ?b,19512 13 18927 18927 21 18996 => 18996 12 19512
54952,?e 21 ?a ?b 33 ?e => ?a 12 ?b,<NA>
54953,?e 21 ?a ?b 3 ?e => ?a 12 ?b,20572 21 20525 20538 3 20572 => 20525 12 20538
54954,?e 21 ?a ?b 30 ?e => ?a 12 ?b,<NA>
54955,?e 21 ?a ?b 8 ?e => ?a 12 ?b,20572 21 20525 19084 8 20572 => 20525 12 19084
54956,?b 10 ?f ?a 8 ?f => ?a 12 ?b,<NA>
54957,?e 22 ?b ?e 38 ?a => ?a 8 ?b,<NA>
54958,?e 21 ?a ?e 3 ?b => ?a 12 ?b,20572 21 20525 20572 3 20030 => 20525 12 20030
54959,?e 17 ?b ?e 21 ?a => ?a 12 ?b,20503 17 20530 20503 21 19143 => 19143 12 20530
54960,?e 12 ?b ?e 21 ?a => ?a 12 ?b,<NA>
54961,?e 10 ?b ?e 21 ?a => ?a 12 ?b,<NA>
54962,?e 21 ?a ?e 39 ?b => ?a 12 ?b,20572 21 20525 20572 39 19004 => 20525 12 19004
54963,?e 21 ?a ?e 33 ?b => ?a 12 ?b,<NA>
54964,?e 21 ?a ?e 30 ?b => ?a 12 ?b,<NA>
54965,?e 21 ?a ?e 5 ?b => ?a 12 ?b,<NA>
54966,?e 21 ?a ?e 4 ?b => ?a 12 ?b,<NA>
54967,?e 21 ?a ?e 8 ?b => ?a 12 ?b,<NA>
54968,?e 21 ?a ?e 22 ?b => ?a 12 ?b,<NA>
54969,?e 2 ?b ?e 21 ?a => ?a 12 ?b,19143 2 19024 19143 21 18946 => 18946 12 19024
54970,?e 11 ?b ?e 21 ?a => ?a 12 ?b,<NA>
54971,?e 18 ?b ?e 21 ?a => ?a 12 ?b,20412 18 18864 20412 21 19178 => 19178 12 18864
54972,?e 21 ?a ?e 38 ?b => ?a 12 ?b,20572 21 20525 20572 38 19004 => 20525 12 19004
54973,?e 21 ?a ?e 31 ?b => ?a 12 ?b,<NA>
54974,?e 19 ?b ?e 21 ?a => ?a 12 ?b,<NA>
54975,?e 21 ?a ?e 23 ?b => ?a 12 ?b,<NA>
54976,?e 20 ?b ?e 21 ?a => ?a 12 ?b,<NA>
54977,?e 14 ?b ?e 21 ?a => ?a 12 ?b,<NA>
54978,?e 13 ?b ?e 21 ?a => ?a 12 ?b,19057 13 19471 19057 21 19511 => 19511 12 19471
54979,?e 21 ?a ?e 6 ?b => ?a 12 ?b,<NA>
54980,?b 10 ?f ?a 5 ?f => ?a 12 ?b,<NA>
54981,?b 2 ?e ?e 25 ?a => ?a 12 ?b,19143 2 19024 19024 25 18909 => 18909 12 19143
54982,?b 10 ?f ?a 11 ?f => ?a 12 ?b,<NA>
54983,?e 38 ?b ?e 39 ?a => ?a 8 ?b,<NA>
54984,?e 25 ?a ?b 38 ?e => ?a 12 ?b,<NA>
54985,?b 19 ?e ?e 25 ?a => ?a 12 ?b,<NA>
54986,?b 23 ?e ?e 25 ?a => ?a 12 ?b,<NA>
54987,?e 25 ?a ?b 31 ?e => ?a 12 ?b,<NA>
54988,?b 14 ?e ?e 25 ?a => ?a 12 ?b,18859 14 20271 20271 25 19255 => 19255 12 18859
54989,?b 13 ?e ?e 25 ?a => ?a 12 ?b,<NA>
54990,?e 25 ?a ?b 6 ?e => ?a 12 ?b,<NA>
54991,?b 10 ?f ?a 22 ?f => ?a 12 ?b,<NA>
54992,?b 11 ?e ?e 25 ?a => ?a 12 ?b,<NA>
54993,?b 22 ?e ?e 25 ?a => ?a 12 ?b,18927 22 19441 19441 25 20562 => 20562 12 18927
54994,?e 25 ?a ?b 3 ?e => ?a 12 ?b,<NA>
54995,?e 25 ?a ?b 30 ?e => ?a 12 ?b,<NA>
54996,?b 13 ?f ?f 39 ?a => ?a 8 ?b,19512 13 18927 18927 39 19432 => 19432 8 19512
54997,?e 25 ?a ?b 33 ?e => ?a 12 ?b,19989 25 18930 20538 33 19989 => 18930 12 20538
54998,?b 10 ?f ?a 2 ?f => ?a 12 ?b,<NA>
54999,?b 12 ?e ?e 25 ?a => ?a 12 ?b,19863 12 18859 18859 25 19325 => 19325 12 19863
55000,?e 25 ?a ?b 4 ?e => ?a 12 ?b,<NA>
55001,?b 17 ?e ?e 25 ?a => ?a 12 ?b,<NA>
55002,?b 18 ?e ?e 25 ?a => ?a 12 ?b,19261 18 20499 20499 25 20525 => 20525 12 19261
55003,?e 25 ?a ?b 8 ?e => ?a 12 ?b,<NA>
55004,?e 25 ?a ?b 39 ?e => ?a 12 ?b,<NA>
55005,?e 25 ?a ?b 5 ?e => ?a 12 ?b,<NA>
55006,?b 10 ?f ?a 38 ?f => ?a 12 ?b,<NA>
55007,?e 25 ?a ?e 3 ?b => ?a 12 ?b,19989 25 18930 19989 3 19255 => 18930 12 19255
55008,?e 25 ?a ?e 30 ?b => ?a 12 ?b,<NA>
55009,?e 25 ?a ?e 33 ?b => ?a 12 ?b,19989 25 18930 19989 33 19480 => 18930 12 19480
55010,?e 20 ?b ?e 25 ?a => ?a 12 ?b,19084 20 20047 19084 25 19488 => 19488 12 20047
55011,?e 25 ?a ?e 4 ?b => ?a 12 ?b,<NA>
55012,?e 25 ?a ?e 31 ?b => ?a 12 ?b,19989 25 18930 19989 31 19509 => 18930 12 19509
55013,?e 13 ?b ?e 25 ?a => ?a 12 ?b,<NA>
55014,?e 10 ?b ?e 25 ?a => ?a 12 ?b,19715 10 20536 19715 25 19508 => 19508 12 20536
55015,?e 25 ?a ?e 8 ?b => ?a 12 ?b,<NA>
55016,?e 12 ?b ?e 25 ?a => ?a 12 ?b,<NA>
55017,?e 17 ?b ?e 25 ?a => ?a 12 ?b,<NA>
55018,?e 25 ?a ?e 6 ?b => ?a 12 ?b,19989 25 18930 19989 6 20537 => 18930 12 20537
55019,?e 18 ?b ?e 25 ?a => ?a 12 ?b,<NA>
55020,?e 25 ?a ?e 39 ?b => ?a 12 ?b,<NA>
55021,?e 23 ?b ?e 25 ?a => ?a 12 ?b,19143 23 19124 19143 25 19084 => 19084 12 19124
55022,?e 25 ?a ?e 5 ?b => ?a 12 ?b,19989 25 18930 19989 5 19859 => 18930 12 19859
55023,?e 22 ?b ?e 25 ?a => ?a 12 ?b,<NA>
55024,?e 11 ?b ?e 25 ?a => ?a 12 ?b,<NA>
55025,?e 2 ?b ?e 25 ?a => ?a 12 ?b,20015 2 19231 20015 25 20572 => 20572 12 19231
55026,?e 25 ?a ?e 38 ?b => ?a 12 ?b,<NA>
55027,?e 19 ?b ?e 25 ?a => ?a 12 ?b,<NA>
55028,?e 14 ?b ?e 25 ?a => ?a 12 ?b,<NA>
55029,?b 10 ?f ?a 19 ?f => ?a 12 ?b,<NA>
55030,?e 32 ?a ?b 4 ?e => ?a 12 ?b,20547 32 20499 19511 4 20547 => 20499 12 19511
55031,?b 12 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55032,?b 3 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55033,?b 18 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55034,?e 32 ?a ?b 33 ?e => ?a 12 ?b,20547 32 20499 19628 33 20547 => 20499 12 19628
55035,?b 30 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55036,?b 17 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55037,?e 32 ?a ?b 39 ?e => ?a 12 ?b,<NA>
55038,?b 10 ?f ?a 14 ?f => ?a 12 ?b,<NA>
55039,?e 32 ?a ?b 8 ?e => ?a 12 ?b,20547 32 20499 19269 8 20547 => 20499 12 19269
55040,?e 32 ?a ?b 5 ?e => ?a 12 ?b,20547 32 20499 19628 5 20547 => 20499 12 19628
55041,?b 11 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55042,?b 22 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55043,?e 32 ?a ?b 38 ?e => ?a 12 ?b,20547 32 20499 19598 38 20547 => 20499 12 19598
55044,?b 2 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55045,?b 13 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55046,?b 31 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55047,?b 19 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55048,?e 32 ?a ?b 6 ?e => ?a 12 ?b,<NA>
55049,?b 14 ?e ?e 32 ?a => ?a 12 ?b,19143 14 20571 20571 32 19767 => 19767 12 19143
55050,?b 23 ?e ?e 32 ?a => ?a 12 ?b,<NA>
55051,?b 10 ?f ?a 23 ?f => ?a 12 ?b,<NA>
55052,?e 20 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55053,?e 10 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55054,?b 10 ?f ?a 13 ?f => ?a 12 ?b,<NA>
55055,?e 3 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55056,?e 12 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55057,?e 30 ?b ?e 32 ?a => ?a 12 ?b,20015 30 19196 20015 32 19076 => 19076 12 19196
55058,?e 32 ?a ?e 4 ?b => ?a 12 ?b,20547 32 20499 20547 4 20522 => 20499 12 20522
55059,?e 13 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55060,?e 18 ?b ?e 32 ?a => ?a 12 ?b,19261 18 20499 19261 32 19229 => 19229 12 20499
55061,?e 32 ?a ?e 39 ?b => ?a 12 ?b,20547 32 20499 20547 39 19532 => 20499 12 19532
55062,?e 32 ?a ?e 33 ?b => ?a 12 ?b,20547 32 20499 20547 33 19325 => 20499 12 19325
55063,?e 19 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55064,?e 17 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55065,?e 23 ?b ?e 32 ?a => ?a 12 ?b,19143 23 19124 19143 32 20047 => 20047 12 19124
55066,?e 31 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55067,?e 14 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55068,?e 32 ?a ?e 8 ?b => ?a 12 ?b,<NA>
55069,?e 32 ?a ?e 5 ?b => ?a 12 ?b,20547 32 20499 20547 5 20562 => 20499 12 20562
55070,?e 32 ?a ?e 6 ?b => ?a 12 ?b,20547 32 20499 20547 6 19196 => 20499 12 19196
55071,?e 11 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55072,?e 22 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55073,?e 32 ?a ?e 38 ?b => ?a 12 ?b,<NA>
55074,?e 2 ?b ?e 32 ?a => ?a 12 ?b,<NA>
55075,?e 38 ?b ?e 5 ?a => ?a 8 ?b,19375 38 18911 19375 5 19545 => 19545 8 18911
55076,?b 10 ?f ?a 6 ?f => ?a 12 ?b,<NA>
55077,?b 10 ?f ?a 31 ?f => ?a 12 ?b,<NA>
55078,?b 23 ?f ?f 39 ?a => ?a 8 ?b,<NA>
55079,?b 13 ?f ?f 5 ?a => ?a 8 ?b,<NA>
55080,?e 14 ?b ?e 8 ?a => ?a 8 ?b,<NA>
55081,?a 22 ?e ?e 38 ?b => ?a 8 ?b,<NA>
55082,?b 31 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55083,?b 13 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55084,?b 14 ?e ?e 34 ?a => ?a 12 ?b,20510 14 19247 19247 34 19859 => 19859 12 20510
55085,?b 23 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55086,?e 34 ?a ?b 6 ?e => ?a 12 ?b,<NA>
55087,?b 19 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55088,?e 34 ?a ?b 38 ?e => ?a 12 ?b,<NA>
55089,?b 2 ?e ?e 34 ?a => ?a 12 ?b,20015 2 19231 19231 34 18887 => 18887 12 20015
55090,?b 11 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55091,?b 22 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55092,?e 22 ?a ?e 38 ?b => ?a 8 ?b,<NA>
55093,?e 34 ?a ?b 4 ?e => ?a 12 ?b,20507 34 20505 20603 4 20507 => 20505 12 20603
55094,?b 18 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55095,?e 34 ?a ?b 39 ?e => ?a 12 ?b,<NA>
55096,?b 3 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55097,?b 17 ?e ?e 34 ?a => ?a 12 ?b,19197 17 20503 20503 34 20509 => 20509 12 19197
55098,?b 30 ?e ?e 34 ?a => ?a 12 ?b,20015 30 19196 19196 34 20515 => 20515 12 20015
55099,?b 33 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55100,?e 34 ?a ?b 8 ?e => ?a 12 ?b,20507 34 20505 19143 8 20507 => 20505 12 19143
55101,?e 20 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55102,?e 10 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55103,?e 3 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55104,?e 30 ?b ?e 34 ?a => ?a 12 ?b,20015 30 19196 20015 34 20501 => 20501 12 19196
55105,?e 33 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55106,?e 34 ?a ?e 4 ?b => ?a 12 ?b,<NA>
55107,?e 12 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55108,?e 34 ?a ?e 38 ?b => ?a 12 ?b,<NA>
55109,?e 2 ?b ?e 34 ?a => ?a 12 ?b,20015 2 19231 20015 34 20501 => 20501 12 19231
55110,?b 12 ?e ?e 34 ?a => ?a 12 ?b,<NA>
55111,?e 31 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55112,?e 17 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55113,?e 18 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55114,?e 34 ?a ?e 8 ?b => ?a 12 ?b,<NA>
55115,?e 19 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55116,?e 14 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55117,?e 34 ?a ?e 39 ?b => ?a 12 ?b,20507 34 20505 20507 39 19417 => 20505 12 19417
55118,?e 13 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55119,?e 34 ?a ?b 5 ?e => ?a 12 ?b,20507 34 20505 20603 5 20507 => 20505 12 20603
55120,?e 23 ?b ?e 34 ?a => ?a 12 ?b,19143 23 19124 19143 34 20442 => 20442 12 19124
55121,?e 34 ?a ?e 5 ?b => ?a 12 ?b,<NA>
55122,?e 34 ?a ?e 6 ?b => ?a 12 ?b,<NA>
55123,?e 16 ?a ?e 20 ?b => ?a 12 ?b,<NA>
55124,?e 22 ?b ?e 34 ?a => ?a 12 ?b,18927 22 19441 18927 34 20501 => 20501 12 19441
55125,?e 20 ?b ?e 27 ?a => ?a 12 ?b,<NA>
55126,?e 20 ?b ?e 7 ?a => ?a 12 ?b,<NA>
55127,?b 13 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55128,?b 6 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55129,?e 20 ?b ?e 26 ?a => ?a 12 ?b,20510 20 19601 20510 26 19610 => 19610 12 19601
55130,?b 14 ?e ?e 9 ?a => ?a 12 ?b,20500 14 20219 20219 9 19509 => 19509 12 20500
55131,?b 38 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55132,?e 11 ?b ?e 34 ?a => ?a 12 ?b,<NA>
55133,?e 20 ?b ?e 9 ?a => ?a 12 ?b,19598 20 19383 19598 9 19193 => 19193 12 19383
55134,?b 31 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55135,?b 23 ?e ?e 9 ?a => ?a 12 ?b,19594 23 19383 19383 9 19057 => 19057 12 19594
55136,?b 19 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55137,?b 22 ?e ?e 9 ?a => ?a 12 ?b,20125 22 20014 20014 9 18959 => 18959 12 20125
55138,?b 2 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55139,?b 39 ?e ?e 9 ?a => ?a 12 ?b,19402 39 20015 20015 9 19509 => 19509 12 19402
55140,?b 18 ?e ?e 9 ?a => ?a 12 ?b,20014 18 19196 19196 9 19777 => 19777 12 20014
55141,?b 5 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55142,?b 12 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55143,?b 11 ?e ?e 9 ?a => ?a 12 ?b,20521 11 19514 19514 9 19057 => 19057 12 20521
55144,?b 3 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55145,?b 4 ?e ?e 9 ?a => ?a 12 ?b,19261 4 19196 19196 9 19777 => 19777 12 19261
55146,?b 8 ?e ?e 9 ?a => ?a 12 ?b,20508 8 19393 19393 9 20219 => 20219 12 20508
55147,?e 20 ?b ?e 29 ?a => ?a 12 ?b,19084 20 20047 19084 29 18946 => 18946 12 20047
55148,?e 13 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55149,?e 31 ?b ?e 9 ?a => ?a 12 ?b,19393 31 20638 19393 9 20219 => 20219 12 20638
55150,?e 2 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55151,?e 19 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55152,?e 6 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55153,?e 11 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55154,?e 15 ?a ?e 20 ?b => ?a 12 ?b,20084 15 19325 20084 20 18879 => 19325 12 18879
55155,?e 39 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55156,?e 18 ?b ?e 9 ?a => ?a 12 ?b,20014 18 19196 20014 9 18959 => 18959 12 19196
55157,?e 17 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55158,?e 8 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55159,?e 20 ?b ?e 28 ?a => ?a 12 ?b,19084 20 20047 19084 28 19715 => 19715 12 20047
55160,?e 4 ?b ?e 9 ?a => ?a 12 ?b,19143 4 19101 19143 9 19196 => 19196 12 19101
55161,?e 3 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55162,?e 10 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55163,?e 20 ?b ?e 36 ?a => ?a 12 ?b,<NA>
55164,?e 20 ?b ?e 37 ?a => ?a 12 ?b,19084 20 20047 19084 37 20503 => 20503 12 20047
55165,?b 14 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55166,?e 26 ?a ?b 31 ?e => ?a 12 ?b,18946 26 20515 19733 31 18946 => 20515 12 19733
55167,?b 19 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55168,?b 13 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55169,?e 26 ?a ?b 6 ?e => ?a 12 ?b,18946 26 20515 18992 6 18946 => 20515 12 18992
55170,?b 30 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55171,?b 33 ?e ?e 9 ?a => ?a 12 ?b,19287 33 19170 19170 9 20015 => 20015 12 19287
55172,?b 17 ?e ?e 9 ?a => ?a 12 ?b,<NA>
55173,?e 38 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55174,?e 14 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55175,?e 23 ?b ?e 9 ?a => ?a 12 ?b,19143 23 19124 19143 9 19196 => 19196 12 19124
55176,?e 22 ?b ?e 9 ?a => ?a 12 ?b,20125 22 20014 20125 9 19196 => 19196 12 20014
55177,?e 5 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55178,?e 12 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55179,?e 30 ?b ?e 9 ?a => ?a 12 ?b,<NA>
55180,?e 33 ?b ?e 9 ?a => ?a 12 ?b,20015 33 18868 20015 9 19509 => 19509 12 18868
55181,?b 23 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55182,?e 26 ?a ?b 38 ?e => ?a 12 ?b,<NA>
55183,?b 2 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55184,?e 20 ?a ?e 20 ?b => ?a 12 ?b,<NA>
55185,?a 10 ?e ?e 20 ?b => ?a 12 ?b,<NA>
55186,?e 26 ?a ?b 3 ?e => ?a 12 ?b,18946 26 20515 19553 3 18946 => 20515 12 19553
55187,?e 26 ?a ?b 30 ?e => ?a 12 ?b,18946 26 20515 19375 30 18946 => 20515 12 19375
55188,?b 12 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55189,?e 26 ?a ?b 39 ?e => ?a 12 ?b,<NA>
55190,?e 26 ?a ?b 5 ?e => ?a 12 ?b,18946 26 20515 19287 5 18946 => 20515 12 19287
55191,?e 26 ?a ?b 4 ?e => ?a 12 ?b,<NA>
55192,?e 26 ?a ?b 33 ?e => ?a 12 ?b,<NA>
55193,?e 10 ?a ?e 20 ?b => ?a 12 ?b,<NA>
55194,?b 17 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55195,?b 11 ?e ?e 26 ?a => ?a 12 ?b,19444 11 20540 20540 26 20072 => 20072 12 19444
55196,?e 26 ?a ?b 8 ?e => ?a 12 ?b,18946 26 20515 20507 8 18946 => 20515 12 20507
55197,?b 22 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55198,?e 20 ?b ?a 3 ?e => ?a 12 ?b,19084 20 20047 20603 3 19084 => 20603 12 20047
55199,?e 11 ?b ?e 26 ?a => ?a 12 ?b,<NA>
55200,?e 26 ?a ?e 38 ?b => ?a 12 ?b,<NA>
55201,?e 2 ?b ?e 26 ?a => ?a 12 ?b,20015 2 19231 20015 26 19129 => 19129 12 19231
55202,?e 26 ?a ?e 3 ?b => ?a 12 ?b,<NA>
55203,?e 12 ?b ?e 26 ?a => ?a 12 ?b,<NA>
55204,?e 10 ?b ?e 26 ?a => ?a 12 ?b,<NA>
55205,?b 31 ?e ?e 7 ?a => ?a 12 ?b,<NA>
55206,?b 6 ?e ?e 7 ?a => ?a 12 ?b,19178 6 20589 20589 7 19196 => 19196 12 19178
55207,?b 14 ?e ?e 7 ?a => ?a 12 ?b,20610 14 19027 19027 7 20319 => 20319 12 20610
55208,?e 19 ?b ?e 26 ?a => ?a 12 ?b,<NA>
55209,?e 26 ?a ?e 39 ?b => ?a 12 ?b,18946 26 20515 18946 39 20543 => 20515 12 20543
55210,?e 22 ?b ?e 26 ?a => ?a 12 ?b,19419 22 20072 19419 26 20562 => 20562 12 20072
55211,?b 23 ?e ?e 7 ?a => ?a 12 ?b,<NA>
55212,?e 18 ?b ?e 26 ?a => ?a 12 ?b,20412 18 18864 20412 26 20014 => 20014 12 18864
55213,?e 17 ?b ?e 26 ?a => ?a 12 ?b,19197 17 20503 19197 26 19585 => 19585 12 20503
55214,?e 26 ?a ?e 31 ?b => ?a 12 ?b,18946 26 20515 18946 31 19715 => 20515 12 19715
55215,?e 23 ?b ?e 26 ?a => ?a 12 ?b,19143 23 19124 19143 26 19532 => 19532 12 19124
55216,?e 26 ?a ?e 8 ?b => ?a 12 ?b,<NA>
55217,?b 11 ?e ?e 7 ?a => ?a 12 ?b,19680 11 19462 19462 7 19196 => 19196 12 19680
55218,?b 3 ?e ?e 7 ?a => ?a 12 ?b,<NA>
55219,?b 30 ?e ?e 7 ?a => ?a 12 ?b,<NA>
55220,?b 17 ?e ?e 7 ?a => ?a 12 ?b,18959 17 18927 18927 7 19767 => 19767 12 18959
55221,?b 33 ?e ?e 7 ?a => ?a 12 ?b,20015 33 18868 18868 7 19046 => 19046 12 20015
55222,?e 7 ?a ?b 8 ?e => ?a 12 ?b,19488 7 19444 18959 8 19488 => 19444 12 18959
55223,?e 13 ?b ?e 7 ?a => ?a 12 ?b,19512 13 18927 19512 7 20319 => 20319 12 18927
55224,?e 6 ?b ?e 7 ?a => ?a 12 ?b,<NA>
55225,?b 18 ?e ?e 26 ?a => ?a 12 ?b,<NA>
55226,?e 20 ?b ?a 30 ?e => ?a 12 ?b,<NA>
55227,?e 26 ?a ?e 5 ?b => ?a 12 ?b,18946 26 20515 18946 5 19585 => 20515 12 19585
55228,?b 13 ?e ?e 7 ?a => ?a 12 ?b,<NA>
55229,?e 26 ?a ?e 30 ?b => ?a 12 ?b,18946 26 20515 18946 30 20370 => 20515 12 20370
55230,?e 14 ?b ?e 26 ?a => ?a 12 ?b,<NA>
55231,?e 26 ?a ?e 33 ?b => ?a 12 ?b,18946 26 20515 18946 33 19545 => 20515 12 19545
55232,?e 26 ?a ?e 4 ?b => ?a 12 ?b,<NA>
55233,?e 13 ?b ?e 26 ?a => ?a 12 ?b,19585 13 19715 19585 26 19196 => 19196 12 19715
55234,?e 20 ?b ?e 3 ?a => ?a 12 ?b,<NA>
55235,?b 2 ?e ?e 7 ?a => ?a 12 ?b,<NA>
55236,?b 12 ?e ?e 7 ?a => ?a 12 ?b,20555 12 19354 19354 7 19767 => 19767 12 20555
55237,?b 4 ?e ?e 7 ?a => ?a 12 ?b,19143 4 19101 19101 7 19838 => 19838 12 19143
55238,?e 26 ?a ?e 6 ?b => ?a 12 ?b,<NA>
55239,?b 19 ?e ?e 7 ?a => ?a 12 ?b,<NA>
55240,?b 39 ?e ?e 7 ?a => ?a 12 ?b,19383 39 20585 20585 7 20525 => 20525 12 19383
55241,?b 5 ?e ?e 7 ?a => ?a 12 ?b,<NA>
55242,?b 22 ?e ?e 7 ?a => ?a 12 ?b,<NA>
